TCS #, Main , Side_1_Route ,Activation_Date,Latitude,Longitude,Count_Date,Peak_Hr_Vehicle_Volume,Peak_Hr_Pedestrian_Volume,Year,Day
1337, THE EAST MALL , 427 X N CLOVERDALE RAMP ,09/07/1976,43.63409931,-79.55682433,06-07-2016,11223,312,2016,Tuesday
1338, THE QUEENSWAY , CANMOTOR AVE ,10/30/1979,43.62436,-79.51167,02-18-2014,17507,300,2014,Tuesday
1339, NEILSON RD , MCLEVIN AVE ,11/27/1984,43.80919,-79.22163,01-27-2018,13328,1424,2018,Saturday
1340, THE WEST MALL , WEST MALL CRES ,07/18/1978,43.62718,-79.55891,11-28-2017,12497,583,2017,Tuesday
1341, WESTON RD , WILBY CRES ,05/18/1978,43.69838,-79.5113,09-22-2009,10637,1083,2009,Tuesday
1342, WILSON AVE , DALLNER RD ,07/08/1979,43.72030999,-79.51159965,04-07-2016,15005,2108,2016,Thursday
1343, WYNFORD DR , GERVAIS DR ,07/06/1977,43.72356,-79.33649,11-14-2011,10255,717,2011,Monday
1344, LAKE SHORE BLVD W , BRITISH COLUMBIA RD ,06-20-1979,43.63143,-79.42941,01-24-2018,27594,20,2018,Wednesday
1345, LAKE SHORE BLVD W , NEWFOUNDLAND RD ,05/17/1979,43.632436,-79.41096,12-14-2010,22009,120,2010,Tuesday
1346, YORKDALE RD , YORKDALE 401 ALLEN N RAMP ,01/12/1978,43.7256,-79.44856,07-08-2017,10623,1642,2017,Saturday
1347, YORKDALE 401 ALLEN N RAMP , ALLEN X N 401 C E RAMP ,01/01/1967,43.72574737,-79.44745082,12-06-2007,9517,510,2007,Thursday
1348, BLACK CREEK DR , LAWRENCE AVE W ,08/06/1981,43.70496,-79.49411,04-20-2016,35356,37,2016,Wednesday
1349, RENFORTH DR , ERINGATE DR ,01/16/1981,43.65993,-79.58331,09-19-2017,9539,1156,2017,Tuesday
1350, DUNDAS ST W , AUKLAND RD ,11/21/1980,43.63853,-79.538,05-20-2015,23209,1458,2015,Wednesday
1351, COLLEGE ST , ELIZABETH ST ,10/17/1980,43.66051,-79.38742,01-17-2017,11252,11459,2017,Tuesday
1352, PROGRESS AVE , CONSILIUM PL ,01/01/1983,43.77668,-79.25052,03-10-2016,12664,1042,2016,Thursday
1353, DON MILLS RD , MOATFIELD DR ,11/27/1980,43.75866,-79.3471,06-17-2010,22021,255,2010,Thursday
1354, DIXON RD , GOLFWOOD HTS ,05/29/1980,43.69863,-79.53984,02-19-2013,12460,152,2013,Tuesday
1355, COXWELL AVE , HANSON ST ,02/12/1980,43.67984,-79.32213,05-05-2016,8094,1662,2016,Thursday
1356, MCCOWAN RD , BUSHBY DR ,05/10/1984,43.77469,-79.2523,05-02-2015,22382,1082,2015,Saturday
1357, BIRCHMOUNT RD , ALLANFORD RD ,06/15/1983,43.77425,-79.29504,12-07-2016,14850,113,2016,Wednesday
1358, GERRARD ST W , ELIZABETH ST ,10/15/1980,43.65819,-79.3864,01-18-2017,9443,7916,2017,Wednesday
1359, KIPLING AVE , WIDDICOMBE HILL ,10/12/1980,43.67895,-79.5517,12-03-2014,10353,270,2014,Wednesday
1360, DAWES RD , CRESCENT TOWN RD ,11/25/1980,43.69655,-79.2973,01-06-2010,7911,87,2010,Wednesday
1361, NEILSON RD , 401 C W NEILSON RD RAMP ,11/21/1980,43.79503111,-79.21656171,12-12-2017,16571,12,2017,Tuesday
1362, NEILSON RD , 401 C E NEILSON RD RAMP ,11/21/1980,43.79291,-79.21516,01-25-2018,16203,12,2018,Thursday
1363, STEELES AVE E , BIRCHMOUNT RD ,09/09/1980,43.82142,-79.31693,05-23-2015,27991,574,2015,Saturday
1364, STEELES AVE E , BLUFFWOOD DR ,02/10/1980,43.80773,-79.37609,04-20-2010,20504,106,2010,Tuesday
1366, MOUNT PLEASANT RD , BELSIZE DR ,08/08/1980,43.70249,-79.38778,10-15-2012,18740,1708,2012,Monday
1367, DUNDAS ST W , WINDERMERE AVE ,10/18/1977,43.66565,-79.48592,05-04-2016,12360,630,2016,Wednesday
1368, ALBION RD , CARRIER DR ,11/27/1980,43.74552,-79.61428,05-24-2016,13913,163,2016,Tuesday
1369, ALBION RD , HUMBERLINE DR ,11/27/1980,43.74689,-79.62201,05-24-2016,14947,204,2016,Tuesday
1370, ROYAL YORK RD , STRATH HUMBER CRT ,09/27/1977,43.66182,-79.51777,06-04-2015,13594,413,2015,Thursday
1371, WILSON AVE , JETHRO RD ,08/01/1981,43.71878,-79.51842,04-07-2016,16976,141,2016,Thursday
1372, MCCOWAN RD , SANDHURST CRCL ,05/17/1984,43.811645,-79.269196,05-04-2015,15557,1466,2015,Monday
1373, KINGSTON RD , POPLAR RD ,07/25/1984,43.76602,-79.1911,10-22-2014,20850,731,2014,Wednesday
1374, PROGRESS AVE , BOROUGH DR ,10/25/1984,43.77659363,-79.2544181,03-10-2016,12214,123,2016,Thursday
1375, YONGE ST , SOUDAN AVE ,10/09/1976,43.70426,-79.39784,08-05-2011,16322,6264,2011,Friday
1376, SPADINA RD , HEATH ST W ,01/14/1981,43.68679,-79.41203,03-18-2008,10258,326,2008,Tuesday
1377, WARDEN AVE , ASHTONBEE RD ,06/12/1976,43.73072,-79.28876,05-06-2015,23270,983,2015,Wednesday
1378, EGLINTON AVE E , DUNFIELD AVE ,01/29/1981,43.70738,-79.39548,06-25-2012,11926,5782,2012,Monday
1379, BAYVIEW AVE , POTTERY RD ,11/05/1977,43.68798,-79.36359,05-10-2012,19794,7,2012,Thursday
1380, FINCH AVE E , SANDHURST CRCL ,02/02/1983,43.80887,-79.26276,06-08-2015,12405,332,2015,Monday
1381, YONGE ST , ATHABASKA AVE ,10/18/1984,43.79549,-79.41941,05-07-2014,23927,1562,2014,Wednesday
1382, NEILSON RD , SEWELLS RD ,12/06/1984,43.80657,-79.21865,01-27-2018,14777,986,2018,Saturday
1383, STEELES AVE W , PETROLIA RD ,05/31/1984,43.7826,-79.49012,05-13-2015,27549,484,2015,Wednesday
1384, YORK MILLS RD , SANDOVER DR ,11/09/1979,43.75973,-79.33196,03-09-2016,14623,335,2016,Wednesday
1385, PROGRESS AVE , CORPORATE DR ,10/25/1984,43.77859,-79.25549,03-09-2016,14428,294,2016,Wednesday
1386, EGLINTON AVE E , CREDIT UNION DR ,12/11/1981,43.72615,-79.31828,03-01-2012,32617,431,2012,Thursday
1387, KINGSTON RD , 401 C W KINGSTON RD RAMP ,05/02/1981,43.80005438,-79.14457723,01-23-2018,16170,78,2018,Tuesday
1388, QUEEN ST E , KINGSTON RD ,10/02/1981,43.66727,-79.31257,04-22-2017,14502,2736,2017,Saturday
1389, DON MILLS RD , GATEWAY BLVD ,06/14/1978,43.71439,-79.33642,02-22-2010,19553,998,2010,Monday
1390, GERRARD ST E , SUMACH ST ,02/19/1980,43.66318,-79.36148,07-11-2011,9183,1071,2011,Monday
1391, SHERBOURNE ST , ISABELLA ST ,08/21/1979,43.66965,-79.3758,08-29-2012,8911,2450,2012,Wednesday
1392, LOWER JARVIS ST , THE ESPLANADE ,06/18/1980,43.64826,-79.3709,06-27-2017,12239,5396,2017,Tuesday
1393, QUEEN ST E , GREENWOOD AVE ,04/15/1981,43.6644,-79.32528,11-03-2009,9716,1812,2009,Tuesday
1394, MORNINGSIDE AVE , BEATH ST ,12/31/1980,43.77559,-79.18901,03-02-2016,10698,396,2016,Wednesday
1395, PARK LAWN RD , BERRY RD ,06/08/1981,43.63619,-79.49343,04-21-2011,6703,529,2011,Thursday
1396, KENNEDY RD , PASSMORE AVE ,12/08/1981,43.818461,-79.304727,05-23-2015,20817,496,2015,Saturday
1397, MARKHAM RD , EASTPARK BLVD ,08/13/1981,43.75568,-79.22403,04-08-2014,14177,493,2014,Tuesday
1398, MCCOWAN RD , SANDHURST CRCL ,03/09/1981,43.80514,-79.26531,04-30-2015,16272,544,2015,Thursday
1399, BATHURST ST , GREENWIN VILLAGE RD ,09/17/1981,43.79084,-79.44537,03-23-2015,18326,1194,2015,Monday
1400, STEELES AVE W , YONGE ST ,11/18/1981,43.79703,-79.42484,04-16-2012,22646,1273,2012,Monday
1401, BLOOR ST W , HURON ST ,11/19/1981,43.66717,-79.40152,01-11-2018,10170,7851,2018,Thursday
1402, BLOOR ST W , ABERFOYLE CRES ,11/24/1981,43.64571,-79.51902,05-19-2011,16416,858,2011,Thursday
1403, WESTON RD , GUNNS RD ,11/25/1981,43.67595,-79.47032,11-15-2012,15021,136,2012,Thursday
1404, ST CLAIR AVE W , GUNNS RD ,11/25/1981,43.6717778,-79.4711048,04-22-2015,13948,974,2015,Wednesday
1405, SPADINA RD , LOWTHER AVE ,02/12/1981,43.66897,-79.40475,03-09-2017,9361,2782,2017,Thursday
1406, WILLIAM R ALLEN RD , TRANSIT RD ,07/12/1981,43.74183,-79.45432,03-25-2014,32825,0,2014,Tuesday
1407, WILLIAM R ALLEN RD , SHEPPARD AVE W ,07/12/1981,43.75028,-79.46338,04-02-2014,43882,1287,2014,Wednesday
1408, LAKE SHORE BLVD W , REES ST ,12/21/1981,43.63994,-79.387,08-25-2012,22733,1895,2012,Saturday
1409, JANE ST , BEVERLY HILLS DR ,12/16/1981,43.71912,-79.50813,09-28-2010,20524,1275,2010,Tuesday
1410, YONGE ST , BELSIZE DR ,12/21/1981,43.70033,-79.39703,05-28-2009,13039,1374,2009,Thursday
1411, PHARMACY AVE , INNISWOOD DR ,12/30/1981,43.73937,-79.30308,02-24-2011,9940,324,2011,Thursday
1412, RENFORTH DR , CONVAIR DR ,01/13/1982,43.6722,-79.59333,02-16-2012,21403,116,2012,Thursday
1413, BIRCHMOUNT RD , MCNICOLL AVE ,01/28/1982,43.80866,-79.31115,12-10-2016,17510,94,2016,Saturday
1414, STEELES AVE W , BLACK HAWKWAY ,01/20/1982,43.78988,-79.45762,05-13-2015,23038,709,2015,Wednesday
1415, YONGE ST , EGLINTON AVE W ,02/25/1982,43.70542,-79.39809,06-02-2010,10474,3552,2010,Wednesday
1416, YONGE ST , GLOUCESTER ST ,02/26/1982,43.66656,-79.38523,11-05-2016,5517,9848,2016,Saturday
1417, FRONT ST W , JOHN ST ,03/03/1982,43.64398,-79.38873,04-20-2015,9921,13919,2015,Monday
1418, JANE ST , BLACK CR N JANE ST RAMP ,04/06/1982,43.71272,-79.50642,06-15-2011,22056,53,2011,Wednesday
1419, MARKHAM RD , GREENBRAE CRCT ,05/10/1982,43.76222,-79.22624,04-08-2014,15423,643,2014,Tuesday
1420, BLACK CREEK DR , TRETHEWEY DR ,04/06/1982,43.69463,-79.48612,11-05-2012,28035,113,2012,Monday
1421, BLACK CREEK DR , TODD BAYLIS BLVD ,04/06/1982,43.69111,-79.48386,04-14-2011,20502,288,2011,Thursday
1422, BLACK CREEK DR , EGLINTON AVE W ,04/10/1982,43.68839,-79.48285,03-27-2013,27273,352,2013,Wednesday
1423, NEILSON RD , MILITARY TRL ,10/06/1982,43.78799,-79.20834,01-31-2018,10570,284,2018,Wednesday
1424, ALBION RD , ARMEL CRT ,06/15/1982,43.72135,-79.54575,05-25-2016,18787,572,2016,Wednesday
1425, QUEEN ST W , BROCK AVE ,06/16/1982,43.64149,-79.43236,02-21-2012,8149,2065,2012,Tuesday
1426, COLLEGE ST , CLINTON ST ,06/17/1982,43.65526,-79.41387,01-14-2017,7251,3612,2017,Saturday
1427, SHEPPARD AVE W , SENTINEL RD ,06/17/1982,43.7437,-79.49182,01-16-2018,14646,658,2018,Tuesday
1428, ANNETTE ST , CLENDENAN AVE ,06/23/1982,43.66225,-79.47222,05-10-2012,9181,2042,2012,Thursday
1429, PHARMACY AVE , GORDON BAKER RD ,05/08/1982,43.81179,-79.33424,09-01-2016,13107,490,2016,Thursday
1430, KIPLING AVE , JOHN GARLAND BLVD ,05/08/1982,43.73555,-79.57829,12-11-2014,8821,258,2014,Thursday
1431, FINCH AVE E , MIDDLEFIELD RD ,08/17/1982,43.8099,-79.25768,09-15-2014,19443,458,2014,Monday
1432, BRIMLEY RD , ALEXMUIR BLVD ,10/08/1982,43.811064,-79.279731,12-14-2016,14101,334,2016,Wednesday
1433, PORT UNION RD , FANFARE AVE ,08/31/1982,43.78972,-79.14091,01-23-2018,11914,310,2018,Tuesday
1434, WESTON RD , NORTHLAND AVE ,09/13/1982,43.67895,-79.47408,04-22-2015,16934,446,2015,Wednesday
1435, SHEPPARD AVE E , SHORTING RD ,09/14/1982,43.79175,-79.24896,02-22-2012,12529,659,2012,Wednesday
1436, SHEPPARD AVE E , GLEN WATFORD DR ,09/21/1982,43.78594,-79.27602,03-01-2012,15262,459,2012,Thursday
1437, LAWRENCE AVE W , BOLINGBROKE RD ,08/10/1982,43.71503,-79.44947,07-27-2011,14517,747,2011,Wednesday
1438, BLACK CREEK DR , PHOTOGRAPHY DR ,08/10/1982,43.68598,-79.48171,07-14-2010,15782,280,2010,Wednesday
1439, ROYAL YORK RD , LA ROSE AVE ,10/18/1982,43.68417,-79.52739,04-21-2016,13105,814,2016,Thursday
1440, CARLINGVIEW DR , INTERNATIONAL BLVD ,03/06/1971,43.676864,-79.591063,01-07-2017,4726,16,2017,Saturday
1441, LOWER SHERBOURNE ST , THE ESPLANADE ,07/12/1982,43.64906,-79.36728,02-27-2008,6830,2825,2008,Wednesday
1442, LAWRENCE AVE W , DUVAL DR ,04/11/1982,43.70977,-79.47455,08-04-2011,19325,1220,2011,Thursday
1443, LAWRENCE AVE E , BROCKLEY DR ,11/11/1982,43.75208,-79.26244,02-23-2011,19480,845,2011,Wednesday
1444, SHEPPARD AVE E , KENNEDY RD ,10/11/1982,43.7828,-79.29049,04-02-2014,14814,654,2014,Wednesday
1446, MOUNT PLEASANT RD , ERSKINE AVE ,11/25/1982,43.71263,-79.39174,01-17-2017,14423,774,2017,Tuesday
1447, VICTORIA PARK AVE , DENTON AVE ,01/12/1982,43.69289,-79.28899,07-05-2012,9991,1780,2012,Thursday
1449, DUFFERIN ST , LIBERTY ST ,04/21/1983,43.63711,-79.42664,04-25-2016,6472,388,2016,Monday
1450, KEELE ST , MURRAY ROSS PKWY ,11/24/1982,43.7673,-79.49199,02-23-2016,20535,148,2016,Tuesday
1451, YORKDALE RD , 401 W ALLEN YORKDALE RAMP ,03/07/1968,43.72758,-79.44946,12-06-2017,17906,44,2017,Wednesday
1452, LAWRENCE AVE E , CENTENNIAL RD ,01/26/1983,43.7773626,-79.1465292,02-25-2014,7620,166,2014,Tuesday
1453, SHEPPARD AVE E , PARKWAY FOREST DR ,01/27/1983,43.77588,-79.34371,06-06-2013,27870,1480,2013,Thursday
1454, FINCH AVE E , SKYMARK DR ,10/02/1983,43.79318,-79.35227,10-25-2010,18583,768,2010,Monday
1455, WYNFORD DR , CONCORDE PL ,03/23/1983,43.72736,-79.32777,07-08-2014,10717,723,2014,Tuesday
1456, LAKE SHORE BLVD W , COLBORNE LODGE DR ,11/05/1983,43.637865,-79.458968,12-03-2014,37223,56,2014,Wednesday
1457, BAY ST , ST JOSEPH ST ,05/25/1983,43.66565,-79.3877,11-12-2014,10757,6083,2014,Wednesday
1458, SHERBOURNE ST , HOWARD ST ,05/26/1983,43.67129,-79.37642,02-08-2012,8808,2765,2012,Wednesday
1459, FINCH AVE W , WESTMORE DR ,06/30/1983,43.73469,-79.60102,12-02-2009,13622,461,2009,Wednesday
1460, QUEEN ST W , YONGE ST ,03/08/1983,43.65226,-79.38012,06-16-2010,7394,5027,2010,Wednesday
1461, QUEEN ST W , JOHN ST ,07/21/1983,43.64992,-79.39113,06-14-2017,9183,24081,2017,Wednesday
1462, WYNFORD DR , EGLINTON E ST DENNIS RAMP ,04/08/1983,43.723682,-79.324728,08-16-2016,10572,366,2016,Tuesday
1463, WYNFORD DR , EGLINTON W WYNFORD DR RAMP ,04/08/1983,43.72521,-79.326,11-16-2010,10044,205,2010,Tuesday
1464, EGLINTON AVE E , ST DENNIS EGLINTON E RAMP ,04/08/1983,43.72477574,-79.32385297,03-22-2004,30654,13,2004,Monday
1465, PHARMACY AVE , PINEMEADOW BLVD ,12/09/1983,43.79281,-79.32496,02-06-2018,11486,724,2018,Tuesday
1466, ROYAL YORK RD , NORSEMAN ST ,09/15/1983,43.636969,-79.507048,05-03-2016,11662,549,2016,Tuesday
1467, STEELES AVE W , CACTUS AVE ,07/09/1983,43.79445,-79.43654,07-22-2013,21076,1237,2013,Monday
1468, LAWRENCE AVE E , FORTUNE GT ,08/11/1983,43.761009,-79.2197969,03-08-2011,16769,260,2011,Tuesday
1469, WARDEN AVE , TOWER DR ,10/14/1983,43.754392,-79.298383,05-05-2015,19205,240,2015,Tuesday
1470, ROGERS RD , OLD WESTON RD ,01/31/1958,43.681839,-79.4678735,11-15-2012,12624,1239,2012,Thursday
1471, OLD KINGSTON RD , MILITARY TRL ,11/30/1983,43.78191,-79.173,04-13-2011,6116,39,2011,Wednesday
1472, JANE ST , WILLIAM CRAGG DR ,12/15/1983,43.72299,-79.50912,12-20-2011,18389,1040,2011,Tuesday
1473, SHEPPARD AVE E , BRECKON GT ,01/12/1983,43.80053,-79.2069,04-03-2014,9751,292,2014,Thursday
1474, NEILSON RD , BERNER TRL ,02/15/1984,43.80208,-79.21777,01-25-2018,15384,266,2018,Thursday
1475, DANFORTH AVE , WOODINGTON AVE ,01/02/1984,43.68396,-79.32086,05-07-2015,10390,3336,2015,Thursday
1476, YORKDALE RD , DUFFERIN ST ,08/12/1983,43.72826,-79.45395,12-03-2007,14052,0,2007,Monday
1477, WILSON AVE , ALLINGHAM GDNS ,12/04/1984,43.7356,-79.44266,04-21-2016,19315,389,2016,Thursday
1478, BAY ST , HAGERMAN ST ,03/28/1984,43.65436,-79.38319,05-09-2011,9560,1864,2011,Monday
1479, BLOOR ST W , DURIE ST ,03/27/1984,43.65054,-79.47906,01-12-2017,11171,3690,2017,Thursday
1480, CHURCH ST , ALEXANDER ST ,06/27/1984,43.66371,-79.38007,04-27-2016,8532,5265,2016,Wednesday
1481, EGLINTON AVE W , COMMERCE BLVD ,07/08/1986,43.66244029,-79.59128006,03-22-2012,16274,185,2012,Thursday
1482, QUEENS PARK CRES W , HOSKIN AVE ,04/29/1985,43.66506,-79.39397,12-08-2015,12836,4643,2015,Tuesday
1483, EGLINTON AVE W , EXPLORER DR ,09/25/1985,43.65977,-79.59417,12-10-2014,14580,40,2014,Wednesday
1484, EGLINTON AVE W , CENTENNIAL PARK BLVD ,07/01/1988,43.65587,-79.59843,03-22-2012,17983,128,2012,Thursday
1485, MCCOWAN RD , TRITON RD ,03/22/1985,43.77555,-79.25266,04-29-2015,19540,233,2015,Wednesday
1486, STEELES AVE W , MARTIN GROVE RD ,12/16/1985,43.75789,-79.60344,02-29-2016,23808,719,2016,Monday
1487, STEELES AVE W , 400 S STEELES AVE W RAMP ,09/19/1985,43.77203467,-79.53798869,11-22-2014,21412,75,2014,Saturday
1488, ADELAIDE ST W , PORTLAND ST ,11/07/1985,43.64575,-79.4006,08-26-2015,7345,2694,2015,Wednesday
1489, WELLINGTON ST W , JOHN ST ,08/14/1985,43.64529,-79.38918,04-23-2009,10712,12944,2009,Thursday
1490, WARDEN AVE , BAMBURGH CRCL ,01/08/1984,43.81619,-79.324548,11-15-2014,17881,1166,2014,Saturday
1491, STEELES AVE E , BRIMLEY RD ,03/10/1985,43.8283,-79.28718,05-02-2015,19874,869,2015,Saturday
1492, STEELES AVE E , MCCOWAN RD ,10/31/1985,43.83107,-79.27516,05-04-2015,26842,1919,2015,Monday
1493, MCCOWAN RD , MCNICOLL AVE ,07/11/1985,43.817969,-79.271988,05-04-2015,23517,612,2015,Monday
1494, MIDLAND AVE , SILVER STAR BLVD ,11/14/1985,43.807047,-79.288777,12-14-2016,13993,798,2016,Wednesday
1495, YORK MILLS RD , DVP S YORK MILLS W RAMP ,11/27/1985,43.75796,-79.3372,03-09-2016,18874,30,2016,Wednesday
1496, FINCH AVE W , HUMBER COLLEGE BLVD ,12/19/1985,43.7341,-79.60992,11-24-2010,17959,933,2010,Wednesday
1497, AVENUE RD , COLLEGE VIEW AVE ,11/29/1985,43.70186,-79.40745,06-26-2012,11207,650,2012,Tuesday
1498, COXWELL AVE , GLEBEHOLME BLVD ,02/12/1985,43.68582,-79.32462,05-05-2016,7344,1787,2016,Thursday
1499, MEADOWVALE RD , DEAN PARK RD ,12/13/1985,43.80425,-79.16877,12-16-2009,9227,391,2009,Wednesday
1500, ISLINGTON AVE , BEAUMONDE HEIGHTS DR ,12/12/1985,43.74249,-79.56767,04-29-2014,12840,212,2014,Tuesday
1501, CONSILIUM PL , CORPORATE DR ,07/23/1986,43.77978,-79.25125,03-10-2016,9144,298,2016,Thursday
1502, CORPORATE DR , CORPORATE DR 401 C E RAMP ,07/07/1986,43.77918998,-79.25359831,03-09-2016,7685,222,2016,Wednesday
1503, STEELES AVE E , KELVIN GROVE AVE ,04/30/1986,43.82248,-79.31228,04-28-2008,24852,337,2008,Monday
1504, BIRCHMOUNT RD , SANWOOD BLVD ,04/06/1986,43.81622,-79.31452,12-07-2016,11409,353,2016,Wednesday
1505, KING ST W , DUNN AVE ,07/29/1986,43.63775,-79.43321,05-17-2017,9339,2582,2017,Wednesday
1506, FINCH AVE W , HUMBERLINE DR ,07/23/1986,43.73507,-79.61786,12-02-2009,20162,280,2009,Wednesday
1507, MCCOWAN RD , COMMANDER BLVD ,01/21/1987,43.79615,-79.26149,04-30-2015,19373,154,2015,Thursday
1508, DAVENPORT RD , OSLER ST ,06/19/1986,43.67044,-79.45962,10-01-2012,7965,811,2012,Monday
1509, DANFORTH RD , WINTER AVE ,05/14/1996,43.72925,-79.25182,05-26-2016,10219,260,2016,Thursday
1510, BRIMLEY RD , MCNICOLL AVE ,10/06/1986,43.8156875,-79.281823,01-09-2017,20273,191,2017,Monday
1511, STEELES AVE W , PETER KAISER GT ,08/14/1986,43.77435,-79.52683,03-26-2014,22568,436,2014,Wednesday
1512, FENMAR DR , ORMONT DR ,08/27/1986,43.7625357,-79.5561136,11-30-2009,8958,64,2009,Monday
1513, CHESSWOOD DR , STEEPROCK DR ,10/29/1986,43.75724,-79.47506,10-20-2016,10601,211,2016,Thursday
1514, FAIRVIEW MALL DR , FAIRVIEW MALL DR ,09/24/1986,43.77971,-79.34265,06-07-2010,4746,147,2010,Monday
1515, FAIRVIEW MALL DR , FAIRVIEW MALL 404 S RAMP ,09/18/1986,43.77865361,-79.34179791,02-23-2011,17893,6,2011,Wednesday
1516, BLOOR ST W , AUKLAND RD ,11/13/1986,43.64066,-79.54059,05-25-2011,14144,446,2011,Wednesday
1517, SHEPPARD AVE E , BUCHAN CRT ,09/25/1986,43.77259,-79.35865,03-19-2014,17181,287,2014,Wednesday
1518, SHUTER ST , VICTORIA ST ,11/18/1986,43.65432,-79.37874,08-18-2009,8842,6779,2009,Tuesday
1519, MARTIN GROVE RD , SILVERSTONE DR ,07/01/1987,43.75092,-79.59859,02-29-2016,10308,536,2016,Monday
1520, PHARMACY AVE , COLLINGSBROOK BLVD ,12/11/1986,43.7894859,-79.323551,02-06-2018,10266,889,2018,Tuesday
1521, BRIMLEY RD , CHARTLAND BLVD S ,11/20/1986,43.801428,-79.27468,12-15-2016,12694,262,2016,Thursday
1522, HARBORD ST , MANNING AVE ,11/27/1986,43.66055,-79.41466,06-02-2010,8675,2699,2010,Wednesday
1523, SHEPPARD AVE W , KODIAK CRES ,12/10/1986,43.75196,-79.46724,03-25-2014,19689,163,2014,Tuesday
1524, SIGNET DR , ORMONT DR ,12/17/1986,43.7657405,-79.5411988,03-08-2011,6517,162,2011,Tuesday
1525, THE WEST MALL , CIVIC CENTRE CRT ,12/23/1986,43.64227,-79.56595,05-17-2012,7780,338,2012,Thursday
1526, PROGRESS AVE , 401 C E PROGRESS AV RAMP ,12/17/1986,43.77844758,-79.25919324,03-21-2016,12688,115,2016,Monday
1527, DANFORTH RD , TRUDELLE ST ,01/30/1987,43.73994,-79.24552,05-26-2016,12526,400,2016,Thursday
1528, OAKWOOD AVE , JESMOND AVE ,01/28/1987,43.68954,-79.439544,04-13-2011,8685,796,2011,Wednesday
1529, AVENUE RD , MELROSE AVE ,01/15/1987,43.72989,-79.41867,04-12-2012,22737,1380,2012,Thursday
1530, VICTORIA PARK AVE , TEMPO AVE ,05/13/1987,43.8064,-79.33733,03-30-2011,14126,505,2011,Wednesday
1531, KINGSTON RD , RYLANDER BLVD ,06/24/1987,43.79717,-79.14914,01-25-2018,17188,69,2018,Thursday
1532, ATTWELL DR , BELFIELD RD ,10/10/1975,43.69794,-79.59316,03-23-2009,6967,31,2009,Monday
1533, DUFFERIN ST , SUPERTEST RD ,07/16/1987,43.77796,-79.4691,11-30-2016,21777,227,2016,Wednesday
1534, WILMINGTON AVE , OVERBROOK PL ,02/09/1987,43.76285,-79.4569,02-03-2009,8680,1028,2009,Tuesday
1535, MARTIN GROVE RD , GARFELLA DR ,09/09/1987,43.74429,-79.59535,02-29-2016,10582,650,2016,Monday
1536, MORNINGSIDE AVE , CASEBRIDGE CRT ,08/20/1987,43.80892,-79.20272,03-02-2016,13384,318,2016,Wednesday
1537, BATHURST ST , BRIDGMAN AVE ,11/19/1987,43.67517,-79.41514,07-29-2010,12800,591,2010,Thursday
1538, NEILSON RD , KEELER BLVD ,03/09/1987,43.7901,-79.21162,01-25-2018,10813,176,2018,Thursday
1539, MCCOWAN RD , ALTON TOWERS CRCL ,10/29/1987,43.82691,-79.27589,05-04-2015,13492,1060,2015,Monday
1540, MIDLAND AVE , MCNICOLL AVE ,12/11/1987,43.81463,-79.2922,12-10-2016,20964,703,2016,Saturday
1541, LAKE SHORE BLVD E , YONGE ST ,02/11/1987,43.64326,-79.37543,06-10-2009,15223,3796,2009,Wednesday
1542, STEELES AVE W , BARMAC DR ,11/26/1987,43.7686,-79.55496,05-17-2012,19967,331,2012,Thursday
1543, SHEPPARD AVE E , SCUNTHORPE RD ,03/12/1987,43.79331,-79.24153,03-01-2011,12958,615,2011,Tuesday
1544, DUFFERIN ST , BRIAR HILL AVE ,12/22/1987,43.70237,-79.4521,04-11-2016,16505,555,2016,Monday
1545, KEELE ST , THE POND RD ,12/16/1987,43.77069,-79.49279,02-23-2016,11596,11,2016,Tuesday
1546, MORNINGSIDE AVE , 401 C W MORNINGSIDE AVE N RAMP ,09/12/1987,43.79777376,-79.19794912,03-02-2016,16724,93,2016,Wednesday
1547, STEELES AVE E , STRAWBERRY HILLS DR ,04/28/1988,43.829841,-79.2804,12-15-2010,16992,338,2010,Wednesday
1548, KEELE ST , DIANA DR ,12/23/1987,43.74111,-79.48549,03-08-2016,18408,247,2016,Tuesday
1549, DUNDAS ST W , ANNETTE ST ,12/20/1948,43.6645,-79.45868,08-17-2015,13673,847,2015,Monday
1550, BIRCHMOUNT RD , FUNDY BAY BLVD ,01/19/1988,43.81078,-79.3121,12-07-2016,11276,128,2016,Wednesday
1551, BRIMLEY RD , PITFIELD RD ,06/30/1988,43.7834631,-79.266403,12-15-2016,14591,301,2016,Thursday
1552, KIPLING AVE , KIDRON VALLEY DR ,09/07/1988,43.75626,-79.5883,12-11-2014,6051,1363,2014,Thursday
1553, MARTIN GROVE RD , CABERNET CRCL ,06/16/1988,43.75405,-79.60003,12-11-2014,6737,308,2014,Thursday
1554, STEELES AVE E , MIDDLEFIELD RD ,08/17/1988,43.83274,-79.26794,03-09-2016,22421,1037,2016,Wednesday
1555, MCLEVIN AVE , TAPSCOTT RD ,07/07/1988,43.8052,-79.22667,04-28-2011,11514,508,2011,Thursday
1556, STEELES AVE E , CONACHER DR ,07/27/1988,43.80228,-79.40085,05-17-2012,20175,397,2012,Thursday
1557, CUMMER AVE , MAXOME AVE ,10/08/1988,43.79055,-79.40136,02-22-2017,8847,285,2017,Wednesday
