TCS #, Main , Side_1_Route ,Activation_Date,Latitude,Longitude,Count_Date,Peak_Hr_Vehicle_Volume,Peak_Hr_Pedestrian_Volume,Year,Day
1116, KINGSTON RD , RIDGEMOOR AVE ,07/23/1975,43.70635,-79.25127,02-08-2010,19226,799,2010,Monday
1117, DUNDAS ST E , MUNRO ST ,12/08/1975,43.66209,-79.35307,04-02-2015,9504,764,2015,Thursday
1118, BAYVIEW AVE , MCKEE AVE ,05/07/1974,43.77805,-79.39059,09-19-2017,19544,297,2017,Tuesday
1119, VICTORIA PARK AVE , PATRICK BLVD ,08/14/1975,43.77775,-79.32415,11-15-2010,18291,774,2010,Monday
1120, LESLIE ST , MAROWYNE DR ,07/28/1975,43.77486,-79.36461,06-20-2012,15715,380,2012,Wednesday
1121, EGLINTON AVE W , VESTA DR ,05/21/1975,43.70202,-79.42089,07-19-2011,14444,1220,2011,Tuesday
1122, KENNEDY RD , CORVETTE AVE ,09/23/1971,43.72527,-79.26497,02-04-2010,8652,447,2010,Thursday
1123, LAWRENCE AVE W , DUFFLAW RD ,05/26/1975,43.71277,-79.46088,04-26-2011,16614,710,2011,Tuesday
1124, BERMONDSEY RD , BARTLEY DR ,03/09/1975,43.71969,-79.3145,05-17-2010,11486,129,2010,Monday
1125, EGLINTON AVE E , DONLEA DR ,03/10/1975,43.71192,-79.37307,06-20-2012,19076,252,2012,Wednesday
1126, WESTON RD , ERNEST DOCKRAY AVE ,05/14/1975,43.6904,-79.49869,11-17-2010,7467,412,2010,Wednesday
1127, JANE ST , CLAIR RD ,02/07/1975,43.74126,-79.51367,11-08-2010,16322,1520,2010,Monday
1128, SHEPPARD AVE W , RIVALDA RD ,02/18/1975,43.73474,-79.53394,03-05-2014,13949,330,2014,Wednesday
1129, BATHURST ST , LAURELCREST AVE ,06/27/1974,43.74427,-79.43569,03-23-2015,16394,530,2015,Monday
1130, WILSON AVE , WENDELL AVE ,08/05/1975,43.71681,-79.52709,04-07-2016,15883,457,2016,Thursday
1131, VICTORIA PARK AVE , DAWES RD ,12/23/1974,43.70653,-79.29497,09-11-2013,13423,565,2013,Wednesday
1132, MARTIN GROVE RD , JOHN GARLAND BLVD ,06/16/1975,43.73202,-79.58942,05-03-2016,12545,1604,2016,Tuesday
1133, MARTIN GROVE RD , 409 E MARTIN GROVE RAMP ,10/10/1975,43.69789325,-79.57395875,05-03-2016,15019,16,2016,Tuesday
1134, MARTIN GROVE RD , 409 W MARTIN GROVE RAMP ,10/10/1975,43.70007203,-79.57476854,05-03-2016,13660,13,2016,Tuesday
1135, ROYAL YORK RD , RENAULT CRES ,09/29/1975,43.68588,-79.52815,04-21-2016,11858,1078,2016,Thursday
1136, WILLOWDALE AVE , EMPRESS AVE ,09/13/1974,43.77149,-79.40281,02-15-2018,9891,225,2018,Thursday
1137, DUFFERIN ST , JANE OSLER BLVD ,09/19/1989,43.72528,-79.45726,03-22-2016,23906,727,2016,Tuesday
1138, FINCH AVE E , BIRCHMOUNT RD ,11/14/1975,43.79901,-79.30596,12-03-2016,22979,1693,2016,Saturday
1139, ROYAL YORK RD , TREHORNE DR ,04/26/1974,43.69044,-79.53014,04-21-2016,10962,606,2016,Thursday
1140, WILSON HEIGHTS BLVD , REINER RD ,02/07/1975,43.74872,-79.45488,10-14-2010,19247,501,2010,Thursday
1141, SHEPPARD AVE E , LAPSLEY RD ,11/20/1975,43.79615,-79.22754,04-02-2014,11802,808,2014,Wednesday
1142, STEELES AVE E , VICTORIA PARK AVE ,08/13/1975,43.81572,-79.34135,08-19-2013,37189,701,2013,Monday
1143, COLLEGE ST , EUCLID AVE ,03/10/1975,43.65577,-79.4114,01-12-2017,8941,4410,2017,Thursday
1144, FINCH AVE E , CHEROKEE BLVD ,11/17/1975,43.79355,-79.33697,12-06-2016,20707,694,2016,Tuesday
1145, HARBORD ST , HURON ST ,10/07/1975,43.66353,-79.40005,12-01-2009,8554,5206,2009,Tuesday
1146, SPADINA AVE , ST ANDREW ST ,10/25/1984,43.65441,-79.39864,09-17-2012,8810,2635,2012,Monday
1147, BAYVIEW AVE , BAYVIEW MEWS LANE ,11/21/1975,43.7694,-79.38867,06-13-2013,23558,620,2013,Thursday
1148, ISLINGTON AVE , FORDWICH CRES ,06/01/1976,43.7271,-79.56074,04-29-2014,11624,282,2014,Tuesday
1149, WESTON RD , FENMAR DR ,01/08/1975,43.757489,-79.5437068,02-10-2014,12810,42,2014,Monday
1150, KINGSTON RD , OLD KINGSTON RD ,04/27/1989,43.77406,-79.18314,01-20-2011,17751,236,2011,Thursday
1151, YONGE ST , BISHOP AVE ,12/23/1975,43.78165,-79.416,03-25-2017,24802,2603,2017,Saturday
1152, KING ST W , BLUE JAYS WAY ,05/02/1976,43.64607,-79.3923,05-17-2017,9780,18756,2017,Wednesday
1153, COLLEGE ST , BROCK AVE ,11/21/1975,43.65185,-79.4364,02-23-2012,12364,2631,2012,Thursday
1154, COLLEGE ST , BORDEN ST ,08/13/1975,43.65703,-79.40517,01-17-2017,9614,3907,2017,Tuesday
1155, STEELES AVE W , NORFINCH DR ,11/21/1975,43.77336,-79.5318,05-13-2015,24513,218,2015,Wednesday
1156, ALBION RD , SILVERSTONE DR ,06/16/1975,43.74301,-79.60006,02-25-2014,12828,312,2014,Tuesday
1157, LAWRENCE AVE W , ALLEN X S LAWRENCE E RAMP ,04/22/1976,43.71588422,-79.44517821,06-20-2013,25170,6481,2013,Thursday
1158, LAWRENCE AVE W , ALLEN X N LAWRENCE RAMP ,08/09/1976,43.71626181,-79.44341594,06-19-2013,22596,2759,2013,Wednesday
1159, HIGHWAY 27 , CARRIER DR ,02/14/1977,43.73914,-79.60533,08-07-2013,16961,132,2013,Wednesday
1160, HIGHWAY 27 , BELFIELD RD ,11/17/1976,43.69928,-79.58708,12-08-2009,26115,18,2009,Tuesday
1161, HIGHWAY 27 , REXDALE BLVD ,05/29/1980,43.71726,-79.59569,06-11-2016,23934,216,2016,Saturday
1162, HIGHWAY 27 , HUMBER COLLEGE BLVD ,02/06/1976,43.73042,-79.60149,11-26-2014,31536,1706,2014,Wednesday
1163, HIGHWAY 27 , FINCH AVE W ,08/06/1976,43.73415,-79.60315,12-03-2009,28436,318,2009,Thursday
1164, HIGHWAY 27 , ALBION RD ,05/26/1976,43.7443,-79.6076,05-24-2016,26181,162,2016,Tuesday
1165, BIRCHMOUNT RD , TIMBERBANK BLVD ,06/05/1981,43.79712,-79.30514,12-07-2016,12495,213,2016,Wednesday
1166, LAWRENCE AVE E , COLLINSGROVE RD ,04/06/1981,43.7691538,-79.182842,12-10-2009,11358,728,2009,Thursday
1167, BIRCHMOUNT RD , L AMOREAUX DR ,11/06/1981,43.80067,-79.30705,12-07-2016,13557,634,2016,Wednesday
1168, BATHURST ST , CODSELL AVE ,06/17/1981,43.75867,-79.43924,03-23-2015,18845,224,2015,Monday
1169, SHEPPARD AVE W , BEECROFT RD ,06/18/1981,43.76109,-79.41317,01-30-2018,21536,1356,2018,Tuesday
1170, BRIMLEY RD , HUNTINGWOOD DR ,04/14/1976,43.7984054,-79.2733852,05-14-2013,22022,1042,2013,Tuesday
1171, BRIMLEY RD , TRITON RD ,06/21/1977,43.77344,-79.26241,03-21-2016,17772,60,2016,Monday
1172, JANE ST , EDDYSTONE AVE ,12/21/1979,43.74915,-79.51562,12-16-2014,15750,642,2014,Tuesday
1173, KEELE ST , TORO RD ,11/05/1979,43.75984,-79.49007,02-23-2016,11983,513,2016,Tuesday
1174, KIPLING AVE , TABER RD ,12/10/1978,43.71942,-79.57037,12-11-2014,9276,697,2014,Thursday
1175, MCCOWAN RD , CHANNEL NINE CRT ,07/14/1976,43.78542,-79.25652,04-29-2015,33357,743,2015,Wednesday
1176, FINCH AVE E , MCCOWAN RD ,08/04/1976,43.80806,-79.26645,05-02-2015,20529,3724,2015,Saturday
1177, FINCH AVE E , SANDHURST CRCL ,01/09/1978,43.80723,-79.27039,06-01-2015,15835,2056,2015,Monday
1178, FINCH AVE E , BRIMLEY RD ,05/28/1976,43.80572,-79.27736,12-03-2016,21864,570,2016,Saturday
1179, FINCH AVE E , ALEXMUIR BLVD ,04/27/1979,43.80471,-79.28214,12-06-2016,16079,244,2016,Tuesday
1180, FINCH AVE E , MIDLAND AVE ,07/04/1976,43.8038,-79.28629,12-03-2016,24535,1891,2016,Saturday
1181, FINCH AVE E , GORDON BAKER RD ,10/11/1976,43.79509279,-79.34146071,12-06-2017,28085,136,2017,Wednesday
1182, FINCH AVE E , 404 S FINCH RAMP ,10/11/1976,43.79468585,-79.34586509,12-06-2017,26267,155,2017,Wednesday
1183, FINCH AVE E , AU LARGE BLVD ,01/11/1977,43.79365,-79.35042,02-10-2009,27994,9709,2009,Tuesday
1184, MORNINGSIDE AVE , CORONATION DR ,10/13/1978,43.7619063,-79.1836153,10-22-2014,7032,296,2014,Wednesday
1185, STEELES AVE E , TOWNSEND RD ,05/31/1978,43.81193,-79.35762,03-31-2010,25166,618,2010,Wednesday
1186, FINCH AVE E , BRIDLETOWNE CRCL ,06/16/1976,43.796,-79.31933,12-06-2016,19531,920,2016,Tuesday
1187, PHARMACY AVE , BRIAN AVE ,12/13/1979,43.7462057,-79.3058115,07-28-2010,9199,689,2010,Wednesday
1188, KINGSTON RD , MANSE RD ,02/28/1978,43.77492,-79.17796,02-02-2012,18991,258,2012,Thursday
1189, KINGSTON RD , BEECHGROVE DR ,02/16/1978,43.7765,-79.17361,12-01-2011,18824,534,2011,Thursday
1190, STEELES AVE E , PHARMACY AVE ,09/19/1978,43.81687,-79.33654,02-06-2018,50332,884,2018,Tuesday
1191, STEELES AVE E , WARDEN AVE ,09/22/1978,43.81968,-79.32442,11-04-2013,41078,2125,2013,Monday
1192, STEELES AVE E , KENNEDY RD ,05/12/1975,43.82371,-79.30705,05-23-2015,36162,3170,2015,Saturday
1193, KINGSTON RD , CELESTE DR ,06/29/1979,43.75708,-79.19929,12-01-2009,20605,246,2009,Tuesday
1194, BATHURST ST , BAINBRIDGE AVE ,11/18/1977,43.75077,-79.43733,03-23-2015,17288,485,2015,Monday
1195, ELLESMERE RD , MILITARY TRL ,09/09/1975,43.78656,-79.18842,02-27-2016,9644,2498,2016,Saturday
1196, DUFFERIN ST , DOLOMITE DR ,12/30/1977,43.78087,-79.46983,11-30-2016,21972,318,2016,Wednesday
1197, DUFFERIN ST , MARTIN ROSS AVE ,12/30/1977,43.7752,-79.46845,11-30-2016,33369,278,2016,Wednesday
1198, ISLINGTON AVE , MILADY RD ,10/18/1977,43.75228,-79.56831,06-03-2014,12616,191,2014,Tuesday
1199, ISLINGTON AVE , MILLWICK DR ,10/19/1977,43.76005,-79.57176,04-29-2014,15248,244,2014,Tuesday
1200, SHEPPARD AVE E , DORIS AVE ,04/01/1978,43.76217,-79.40825,05-13-2013,22020,5683,2013,Monday
1201, KINGSTON RD , PORT UNION RD ,07/06/1968,43.79897,-79.14627,01-27-2018,24307,245,2018,Saturday
1202, KINGSTON RD , 401 C E 2A W RAMP ,05/02/1981,43.79483075,-79.15273754,12-12-2017,12030,62,2017,Tuesday
1203, MARKHAM RD , MILNER AVE ,10/21/1977,43.78958,-79.23705,03-29-2014,27266,398,2014,Saturday
1204, ISLINGTON AVE , DUNCANWOODS DR ,10/18/1977,43.75474,-79.56882,04-29-2014,12551,255,2014,Tuesday
1205, FINCH AVE E , KENNETH AVE ,04/10/1978,43.78048,-79.41231,05-02-2013,17182,1914,2013,Thursday
1206, FINCH AVE W , TALBOT RD ,08/24/1978,43.77816,-79.42298,10-30-2014,16970,933,2014,Thursday
1207, CARLINGVIEW DR , DISCO RD ,02/13/1978,43.69978,-79.60146,12-10-2014,8605,24,2014,Wednesday
1208, STEELES AVE W , ISLINGTON AVE ,04/06/1976,43.76436,-79.5748,04-26-2014,25650,327,2014,Saturday
1209, STEELES AVE W , FENMAR DR ,08/09/1978,43.76659,-79.56482,05-15-2012,29911,207,2012,Tuesday
1210, KIPLING AVE , GREENSBORO DR ,04/06/1976,43.70261,-79.56234,02-11-2014,12519,67,2014,Tuesday
1211, KIPLING AVE , BETHRIDGE RD ,12/21/1977,43.70916,-79.5655,05-19-2015,15334,267,2015,Tuesday
1212, MARTIN GROVE RD , RACINE RD ,10/06/1976,43.7167,-79.5824,02-26-2014,11430,42,2014,Wednesday
1213, JANE ST , DRIFTWOOD AVE ,10/26/1977,43.76592,-79.51968,10-02-2012,17278,2030,2012,Tuesday
1214, STEELES AVE W , FOUNDERS RD ,10/19/1978,43.77927,-79.50432,05-13-2015,22202,233,2015,Wednesday
1215, KEELE ST , ST REGIS CRES ,09/16/1976,43.75449,-79.48875,02-23-2016,15665,1382,2016,Tuesday
1216, SHEPPARD AVE W , TUSCAN GT ,08/09/1976,43.75286,-79.48274,03-25-2014,15542,47,2014,Tuesday
1217, WARDEN AVE , BRIDLETOWNE CRCL ,05/21/1980,43.7922,-79.31386,02-13-2012,16559,399,2012,Monday
1218, FINCH AVE E , BRIDLETOWNE CRCL ,08/31/1978,43.79755,-79.31232,12-06-2016,17950,717,2016,Tuesday
1219, PORT UNION RD , ISLAND RD ,11/15/1972,43.79586902,-79.14370396,04-11-2013,16226,35,2013,Thursday
1220, SHEPPARD AVE E , MEADOWVALE RD ,02/08/1974,43.80841,-79.17082,10-25-2016,13970,977,2016,Tuesday
1221, FINCH AVE W , VIRGILWOOD DR ,11/25/1977,43.77289,-79.44822,11-29-2016,16149,1352,2016,Tuesday
1222, NEILSON RD , SHEPPARD AVE E ,12/13/1979,43.79816,-79.21765,01-27-2018,20370,573,2018,Saturday
1223, FINCH AVE W , PEARLDALE AVE ,07/26/1977,43.74779,-79.56238,11-29-2010,20464,964,2010,Monday
1224, FINCH AVE W , JOHN GARLAND BLVD ,11/08/1978,43.73605,-79.59491,07-22-2010,13898,1047,2010,Thursday
1225, KING ST W , PORTLAND ST ,09/25/1984,43.64447,-79.40008,05-17-2017,9793,14142,2017,Wednesday
1226, WESTON RD , ORMONT DR ,12/05/1978,43.7648578,-79.545346,04-16-2012,11106,372,2012,Monday
1227, WESTON RD , STARVIEW LANE ,12/21/1978,43.72636,-79.53559,04-21-2011,19958,562,2011,Thursday
1228, FAIRVIEW MALL DR , GODSTONE RD ,08/18/1976,43.77965,-79.34573,03-31-2010,8962,1980,2010,Wednesday
1229, STEELES AVE W , TORRESDALE AVE ,09/20/1978,43.79084,-79.45323,05-08-2012,22189,407,2012,Tuesday
1230, STEELES AVE W , HIDDEN TRL ,12/21/1979,43.7887,-79.46326,05-13-2015,23916,600,2015,Wednesday
1231, STEELES AVE W , ALNESS ST ,07/23/1976,43.78472,-79.48104,11-15-2014,17170,159,2014,Saturday
1232, STEELES AVE W , SIGNET DR ,03/05/1976,43.77097,-79.54343,05-13-2015,19719,736,2015,Wednesday
1233, LESLIE ST , RAVEL RD ,10/30/1975,43.79182,-79.36843,12-17-2013,10557,166,2013,Tuesday
1234, DUFFERIN ST , OVERBROOK PL ,12/08/1973,43.76107,-79.46516,06-18-2012,27132,411,2012,Monday
1235, SIGNET DR , FENMAR DR ,05/24/1979,43.758478,-79.5389618,03-31-2016,9875,57,2016,Thursday
1236, WILSON AVE , GARRATT BLVD ,09/14/1978,43.73038,-79.4681,03-08-2016,16482,820,2016,Tuesday
1237, WILSON AVE , TRANSIT RD ,12/16/1976,43.7334,-79.45281,04-09-2016,22487,761,2016,Saturday
1238, BLOOR ST W , PALMERSTON AVE ,10/31/1984,43.66463,-79.41363,01-10-2018,8424,4560,2018,Wednesday
1239, MARKHAM RD , MCLEVIN AVE ,03/29/1978,43.79854,-79.24104,04-02-2014,25209,631,2014,Wednesday
1240, PHARMACY AVE , HUNTINGDALE BLVD ,05/15/1979,43.79636,-79.32716,02-08-2018,13279,806,2018,Thursday
1241, PHARMACY AVE , MCNICOLL AVE ,05/10/1979,43.80414,-79.33072,02-03-2018,17399,193,2018,Saturday
1242, MIDLAND AVE , PITFIELD RD ,02/05/1980,43.78062,-79.27612,07-24-2013,13358,169,2013,Wednesday
1243, MCCOWAN RD , HUNTINGWOOD DR ,05/26/1976,43.798691,-79.262554,05-02-2015,22286,143,2015,Saturday
1244, MCCOWAN RD , NUGGET AVE ,03/29/1978,43.79205749,-79.25983295,02-13-2014,25052,496,2014,Thursday
1245, SHEPPARD AVE E , WILFRED AVE ,11/12/1979,43.76511,-79.3947,03-19-2014,20617,329,2014,Wednesday
1246, HIGHWAY 27 , QUEENS PLATE DR ,10/09/1984,43.72277,-79.59813,10-07-2014,22584,713,2014,Tuesday
1247, SHEPPARD AVE W , OAKDALE RD ,08/11/1978,43.73698,-79.52376,10-11-2012,18468,366,2012,Thursday
1248, SHEPPARD AVE W , MIN AVE ,05/18/1979,43.74035,-79.50688,03-10-2014,12300,338,2014,Monday
1249, SHEPPARD AVE E , SETTLERS RD ,05/29/1979,43.7747,-79.32669,06-04-2014,19805,1215,2014,Wednesday
1250, DIXON RD , 427 N DIXON RAMP ,10/11/1977,43.68650333,-79.59961226,12-05-2016,16895,102,2016,Monday
1251, VICTORIA PARK AVE , CLYDESDALE DR ,09/26/1976,43.783885,-79.32706,10-10-2013,15182,284,2013,Thursday
1252, VICTORIA PARK AVE , GORDON BAKER RD ,06/07/1979,43.81068,-79.33919,10-27-2010,15742,237,2010,Wednesday
1253, FINCH AVE W , CHESSWOOD DR ,11/22/1977,43.7665,-79.47752,07-29-2013,18266,201,2013,Monday
1254, KIPLING AVE , MOUNT OLIVE DR ,06/27/1978,43.74682,-79.58375,12-02-2014,11375,2165,2014,Tuesday
1255, KEELE ST , WHITBURN CRES ,04/05/1977,43.73695,-79.48453,03-08-2016,18559,370,2016,Tuesday
1256, STEELES AVE W , KIPLING AVE ,11/21/1979,43.75963,-79.5899,05-18-2015,22401,1133,2015,Monday
1257, FINCH AVE E , MARKHAM RD ,11/06/1973,43.81302,-79.24308,12-06-2016,33428,1015,2016,Tuesday
1258, FINCH AVE E , TAPSCOTT RD ,04/07/1980,43.81427,-79.23713,12-06-2016,16875,506,2016,Tuesday
1259, YONGE ST , LORD SEATON W YONGE RAMP ,10/05/1979,43.75263342,-79.4083829,05-27-2017,25567,54,2017,Saturday
1260, STEELES AVE E , MIDLAND AVE ,01/11/1978,43.82601,-79.29731,05-23-2015,21533,1735,2015,Saturday
1261, STEELES AVE E , HWY 404 SB OFF RAMP ,10/11/1978,43.81242961,-79.3553169,06-18-2012,36241,49,2012,Monday
1262, STEELES AVE E , HWY 404 NB OFF RAMP ,10/13/1966,43.814,-79.34862,03-23-2017,56432,626,2017,Thursday
1263, WARDEN AVE , BRIDLETOWNE CRCL ,05/21/1980,43.80149944,-79.31873962,05-05-2015,16630,1286,2015,Tuesday
1264, STEELES AVE E , SILVER STAR BLVD ,06/30/1975,43.82536,-79.30007,05-02-2015,26409,3283,2015,Saturday
1265, EASTERN AVE , KNOX AVE ,05/04/1977,43.66254,-79.32523,04-26-2016,8061,250,2016,Tuesday
1266, ADELAIDE ST W , DUNCAN ST ,04/28/1977,43.64822,-79.38866,07-28-2010,9502,3714,2010,Wednesday
1267, DANFORTH AVE , WESTLAKE AVE ,02/10/1978,43.68747,-79.3051,05-07-2015,11931,1366,2015,Thursday
1268, BIRCHMOUNT RD , LAURA SECORD WALK ,01/12/1977,43.75587,-79.28823,12-13-2016,16383,136,2016,Tuesday
1269, BLOOR ST W , MANNING AVE ,06/27/1979,43.66409,-79.41603,01-10-2018,8630,6120,2018,Wednesday
1270, BLOOR ST W , HAVELOCK ST ,06/28/1979,43.660505,-79.4324209,04-10-2012,11442,1164,2012,Tuesday
1271, DUFFERIN ST , HUNTER AVE ,01/12/1976,43.69391,-79.44949,04-12-2016,13213,112,2016,Tuesday
1272, DUFFERIN ST , BRANDON AVE ,03/30/1976,43.67046,-79.43987,04-12-2016,12661,586,2016,Tuesday
1273, DUNDAS ST W , HURON ST ,07/22/1976,43.65336,-79.39612,03-27-2013,7630,9393,2013,Wednesday
1274, DUNDAS ST W , GRACE ST ,10/02/1978,43.65073,-79.41393,03-21-2012,9436,1682,2012,Wednesday
1275, DUNDAS ST W , SHAW ST ,02/05/1978,43.64986,-79.41827,08-19-2014,9477,1839,2014,Tuesday
1276, ALBION RD , WESTMORE DR ,04/28/1981,43.74367,-79.60392,05-24-2016,14691,238,2016,Tuesday
1277, PROGRESS AVE , BELLAMY RD N ,06/05/1977,43.78021,-79.24389,03-21-2016,14928,163,2016,Monday
1278, EGLINTON AVE W , LLOYD MANOR RD ,01/23/1985,43.67566,-79.55768,12-09-2017,20137,554,2017,Saturday
1279, MIDLAND AVE , VERDUN AVE ,03/07/1980,43.72891,-79.25568,06-01-2016,6306,467,2016,Wednesday
1280, CONSUMERS RD , YORKLAND BLVD ,05/21/1980,43.77051,-79.3309,04-21-2010,9725,580,2010,Wednesday
1281, DANFORTH AVE , EAST LYNN AVE ,06/16/1980,43.68517,-79.31525,05-07-2015,10799,3094,2015,Thursday
1282, BRIMLEY RD , DORCOT AVE ,04/05/1978,43.75898,-79.25713,12-15-2016,12594,156,2016,Thursday
1283, ST CLAIR AVE E , LINDEN AVE ,02/02/1978,43.71779,-79.25575,12-14-2016,10502,196,2016,Wednesday
1284, LAWRENCE AVE E , HOWDEN RD ,01/08/1978,43.74686,-79.28792,07-21-2010,22092,928,2010,Wednesday
1285, WARDEN AVE , FAIRFAX CRES ,11/30/1977,43.7162,-79.28275,06-24-2014,13550,1465,2014,Tuesday
1286, WARDEN AVE , WAYNE AVE ,07/21/1971,43.73789,-79.29167,11-26-2014,16237,195,2014,Wednesday
1287, WARDEN AVE , MCNICOLL AVE ,07/15/1980,43.80637,-79.32095,05-05-2015,24583,817,2015,Tuesday
1288, LAWRENCE AVE E , MOSSBANK DR ,11/15/1977,43.76288,-79.21103,12-15-2010,13750,838,2010,Wednesday
1289, STEELES AVE W , WESTON RD ,08/07/1980,43.77032,-79.54659,11-22-2014,18994,154,2014,Saturday
1290, YONGE ST , WOODLAWN AVE ,10/16/1978,43.68398,-79.39237,10-28-2015,14101,1573,2015,Wednesday
1291, YONGE ST , HEATH ST ,11/10/1979,43.69008653,-79.39487681,05-06-2014,17192,9239,2014,Tuesday
1292, YONGE ST , MERTON ST ,06/07/1976,43.69614,-79.3962,04-14-2014,16106,707,2014,Monday
1293, EGLINTON AVE E , BEACHELL ST ,06/12/1984,43.74253,-79.2221,03-22-2012,13379,1227,2012,Thursday
1294, PHARMACY AVE , DENTON AVE ,06/29/1978,43.6939424,-79.2840684,06-15-2015,5109,833,2015,Monday
1295, PHARMACY AVE , ASHTONBEE RD ,07/28/1978,43.7285507,-79.2985955,03-12-2013,11794,799,2013,Tuesday
1296, SHEPPARD AVE W , JOHN DRURY DR ,08/14/1980,43.7483,-79.48277,02-20-2014,12836,315,2014,Thursday
1297, YORK MILLS RD , HARRISON RD ,07/26/1977,43.7498,-79.37874,03-09-2016,13537,167,2016,Wednesday
1298, YORK MILLS RD , SANDFIELD RD ,01/09/1977,43.750554,-79.374864,03-09-2016,13444,456,2016,Wednesday
1299, LESLIE ST , DEXTER BLVD ,08/15/1980,43.79898,-79.37013,05-01-2009,11869,555,2009,Friday
1300, BURNHAMTHORPE RD , MILL RD ,12/07/1971,43.63925,-79.58432,09-30-2014,22625,629,2014,Tuesday
1301, CALEDONIA RD , GLENCAIRN AVE ,02/11/1978,43.70467,-79.46478,02-24-2011,11131,592,2011,Thursday
1302, CALEDONIA RD , ORFUS RD ,10/12/1976,43.71777,-79.46814,03-15-2011,9072,309,2011,Tuesday
1303, COLLEGE ST , CRAWFORD ST ,08/16/1979,43.65519,-79.41901,01-12-2017,8708,3172,2017,Thursday
1304, DAVENPORT RD , SYMINGTON AVE ,06/07/1979,43.67074,-79.45323,04-23-2015,9648,898,2015,Thursday
1305, DUNDAS ST W , RONCESVALLES AVE ,12/29/1975,43.65388,-79.45181,04-11-2015,8966,2818,2015,Saturday
1306, DUNDAS ST W , ROYALAVON CRES ,08/11/1977,43.64524,-79.53197,05-12-2016,12467,1145,2016,Thursday
1307, EGLINTON AVE W , WILLIAM R ALLEN RD N ,09/18/1980,43.69902,-79.43502,10-29-2012,26378,1000,2012,Monday
1308, EGLINTON AVE W , LASCELLES BLVD ,12/28/1979,43.70567,-79.40373,07-27-2010,14011,2345,2010,Tuesday
1309, EGLINTON AVE W , EDEN VALLEY DR ,12/09/1978,43.68111,-79.53289,07-04-2011,19243,639,2011,Monday
1310, EVANS AVE , GAIR DR ,12/16/1977,43.60994,-79.55212,03-06-2017,11843,251,2017,Monday
1311, HARBORD ST , PALMERSTON BLVD ,06/21/1976,43.66106,-79.41216,04-21-2011,8469,986,2011,Thursday
1312, ISLINGTON AVE , BIRMINGHAM ST ,07/12/1979,43.60329,-79.50629,06-07-2014,6801,359,2014,Saturday
1313, ISLINGTON AVE , NEW TORONTO ST ,04/12/1979,43.60677,-79.5066,04-29-2014,8332,118,2014,Tuesday
1314, ISLINGTON AVE , JUDSON ST ,04/12/1979,43.61375,-79.50845,04-29-2014,10698,89,2014,Tuesday
1315, ISLINGTON AVE , POPLAR HEIGHTS DR ,06/09/1978,43.67567,-79.53709,04-24-2014,16131,106,2014,Thursday
1316, JANE ST , ARDAGH ST ,11/07/1979,43.65576,-79.4871,08-17-2011,10251,629,2011,Wednesday
1317, JANE ST , BALA AVE ,03/01/1980,43.69015,-79.50059,08-24-2010,13368,847,2010,Tuesday
1318, JANE ST , HARDING AVE ,03/04/1979,43.69957,-79.50287,03-02-2011,15874,825,2011,Wednesday
1319, KEELE ST , RUSTIC RD ,02/08/1978,43.71787,-79.48009,04-07-2016,22227,316,2016,Thursday
1320, KING ST W , JOHN ST ,11/29/1979,43.64662,-79.38976,05-17-2017,10325,25059,2017,Wednesday
1321, KIPLING AVE , BLOOR ST W ,08/07/1976,43.6417405,-79.53555821,01-10-2013,19184,104,2013,Thursday
1322, KIPLING AVE , NEW TORONTO ST ,10/15/1976,43.60398,-79.51933,12-11-2013,10857,641,2013,Wednesday
1323, KIPLING AVE , OLIVEWOOD RD ,12/15/1976,43.63547317,-79.53293757,12-16-2014,19812,237,2014,Tuesday
1324, LAKE SHORE BLVD W , FIFTH ST ,07/12/1979,43.60131,-79.50301,11-12-2015,8224,1948,2015,Thursday
1325, LAKE SHORE BLVD W , ISLINGTON AVE ,07/12/1979,43.60083,-79.50525,05-14-2016,16130,1950,2016,Saturday
1326, LAWRENCE AVE W , BRUCEWOOD CRES ,09/22/1977,43.71852,-79.43295,08-15-2011,17809,886,2011,Monday
1327, NORTH QUEEN ST , SHORNCLIFFE RD ,12/16/1977,43.62252,-79.5406,01-14-2010,11356,29,2010,Thursday
1328, OLD WESTON RD , TURNBERRY AVE ,12/04/1978,43.67841,-79.46481,10-17-2013,9529,472,2013,Thursday
1329, QUEEN ST W , DUFFERIN ST ,02/02/1978,43.64222,-79.42863,06-11-2016,14622,6472,2016,Saturday
1330, QUEEN ST W , DUNN AVE ,02/14/1978,43.64107,-79.43451,08-25-2011,7262,2643,2011,Thursday
1331, QUEEN ST W , GLADSTONE AVE ,11/08/1959,43.64252,-79.42717,04-26-2016,10496,1546,2016,Tuesday
1332, QUEEN ST W , STRACHAN AVE ,06/11/1979,43.64537,-79.41319,08-19-2009,9898,1979,2009,Wednesday
1333, SHEPPARD AVE E , ARAGON AVE ,04/23/1981,43.7796,-79.30439,04-02-2014,15650,787,2014,Wednesday
1334, ROYAL YORK RD , EVANS AVE ,03/09/1976,43.62102,-79.50034,05-09-2016,11045,472,2016,Monday
1335, SPADINA AVE , SULLIVAN ST ,09/21/1977,43.65091,-79.39723,08-28-2012,9635,5444,2012,Tuesday
1336, ST CLAIR AVE W , WELLS HILL AVE ,01/19/1978,43.6837,-79.41572,09-15-2008,12266,2887,2008,Monday
